slice_file_name,fsID,start,end,salience,fold,classID,class
121286-0-0-10.wav,121286,5,9,1,5,0,air_conditioner
121286-0-0-11.wav,121286,5.5,9.5,1,5,0,air_conditioner
121286-0-0-12.wav,121286,6,10,1,5,0,air_conditioner
121286-0-0-13.wav,121286,6.5,10.5,1,5,0,air_conditioner
121286-0-0-14.wav,121286,7,11,1,5,0,air_conditioner
121286-0-0-15.wav,121286,7.5,11.5,1,5,0,air_conditioner
121286-0-0-2.wav,121286,1,5,1,5,0,air_conditioner
121286-0-0-3.wav,121286,1.5,5.5,1,5,0,air_conditioner
121286-0-0-4.wav,121286,2,6,1,5,0,air_conditioner
121286-0-0-5.wav,121286,2.5,6.5,1,5,0,air_conditioner
121286-0-0-6.wav,121286,3,7,1,5,0,air_conditioner
121286-0-0-7.wav,121286,3.5,7.5,1,5,0,air_conditioner
121286-0-0-8.wav,121286,4,8,1,5,0,air_conditioner
121286-0-0-9.wav,121286,4.5,8.5,1,5,0,air_conditioner
127872-0-0-0.wav,127872,0,2.498417,1,2,0,air_conditioner
127873-0-0-0.wav,127873,0,2.04075,1,1,0,air_conditioner
13230-0-0-1.wav,13230,0.5,4.5,1,3,0,air_conditioner
13230-0-0-10.wav,13230,5,9,1,3,0,air_conditioner
13230-0-0-11.wav,13230,5.5,9.5,1,3,0,air_conditioner
13230-0-0-12.wav,13230,6,10,1,3,0,air_conditioner
13230-0-0-13.wav,13230,6.5,10.5,1,3,0,air_conditioner
13230-0-0-14.wav,13230,7,11,1,3,0,air_conditioner
13230-0-0-16.wav,13230,8,12,1,3,0,air_conditioner
13230-0-0-17.wav,13230,8.5,12.5,1,3,0,air_conditioner
13230-0-0-18.wav,13230,9,13,1,3,0,air_conditioner
13230-0-0-19.wav,13230,9.5,13.5,1,3,0,air_conditioner
13230-0-0-20.wav,13230,10,14,1,3,0,air_conditioner
13230-0-0-22.wav,13230,11,15,1,3,0,air_conditioner
13230-0-0-23.wav,13230,11.5,15.5,1,3,0,air_conditioner
13230-0-0-24.wav,13230,12,16,1,3,0,air_conditioner
13230-0-0-25.wav,13230,12.5,16.5,1,3,0,air_conditioner
13230-0-0-26.wav,13230,13,17,1,3,0,air_conditioner
13230-0-0-27.wav,13230,13.5,17.5,1,3,0,air_conditioner
13230-0-0-28.wav,13230,14,18,1,3,0,air_conditioner
13230-0-0-3.wav,13230,1.5,5.5,1,3,0,air_conditioner
13230-0-0-5.wav,13230,2.5,6.5,1,3,0,air_conditioner
13230-0-0-6.wav,13230,3,7,1,3,0,air_conditioner
13230-0-0-7.wav,13230,3.5,7.5,1,3,0,air_conditioner
13230-0-0-8.wav,13230,4,8,1,3,0,air_conditioner
13230-0-0-9.wav,13230,4.5,8.5,1,3,0,air_conditioner
134717-0-0-0.wav,134717,0,4,1,1,0,air_conditioner
134717-0-0-1.wav,134717,0.5,4.5,1,1,0,air_conditioner
134717-0-0-12.wav,134717,6,10,1,1,0,air_conditioner
134717-0-0-13.wav,134717,6.5,10.5,1,1,0,air_conditioner
134717-0-0-14.wav,134717,7,11,1,1,0,air_conditioner
134717-0-0-15.wav,134717,7.5,11.5,1,1,0,air_conditioner
134717-0-0-16.wav,134717,8,12,1,1,0,air_conditioner
134717-0-0-18.wav,134717,9,13,1,1,0,air_conditioner
134717-0-0-19.wav,134717,9.5,13.5,1,1,0,air_conditioner
134717-0-0-2.wav,134717,1,5,1,1,0,air_conditioner
134717-0-0-20.wav,134717,10,14,1,1,0,air_conditioner
134717-0-0-21.wav,134717,10.5,14.5,1,1,0,air_conditioner
134717-0-0-22.wav,134717,11,15,1,1,0,air_conditioner
134717-0-0-23.wav,134717,11.5,15.5,1,1,0,air_conditioner
134717-0-0-24.wav,134717,12,16,1,1,0,air_conditioner
134717-0-0-25.wav,134717,12.5,16.5,1,1,0,air_conditioner
134717-0-0-26.wav,134717,13,17,1,1,0,air_conditioner
134717-0-0-27.wav,134717,13.5,17.5,1,1,0,air_conditioner
134717-0-0-28.wav,134717,14,18,1,1,0,air_conditioner
134717-0-0-4.wav,134717,2,6,1,1,0,air_conditioner
134717-0-0-5.wav,134717,2.5,6.5,1,1,0,air_conditioner
134717-0-0-6.wav,134717,3,7,1,1,0,air_conditioner
134717-0-0-7.wav,134717,3.5,7.5,1,1,0,air_conditioner
134717-0-0-8.wav,134717,4,8,1,1,0,air_conditioner
134717-0-0-9.wav,134717,4.5,8.5,1,1,0,air_conditioner
146690-0-0-100.wav,146690,50,54,1,2,0,air_conditioner
146690-0-0-112.wav,146690,56,60,1,2,0,air_conditioner
146690-0-0-115.wav,146690,57.5,61.5,1,2,0,air_conditioner
146690-0-0-116.wav,146690,58,62,1,2,0,air_conditioner
146690-0-0-117.wav,146690,58.5,62.5,1,2,0,air_conditioner
146690-0-0-125.wav,146690,62.5,66.5,1,2,0,air_conditioner
146690-0-0-137.wav,146690,68.5,72.5,1,2,0,air_conditioner
146690-0-0-140.wav,146690,70,74,1,2,0,air_conditioner
146690-0-0-151.wav,146690,75.5,79.5,1,2,0,air_conditioner
146690-0-0-154.wav,146690,77,81,1,2,0,air_conditioner
146690-0-0-155.wav,146690,77.5,81.5,1,2,0,air_conditioner
146690-0-0-165.wav,146690,82.5,86.5,1,2,0,air_conditioner
146690-0-0-17.wav,146690,8.5,12.5,1,2,0,air_conditioner
146690-0-0-18.wav,146690,9,13,1,2,0,air_conditioner
146690-0-0-25.wav,146690,12.5,16.5,1,2,0,air_conditioner
146690-0-0-35.wav,146690,17.5,21.5,1,2,0,air_conditioner
146690-0-0-38.wav,146690,19,23,1,2,0,air_conditioner
146690-0-0-43.wav,146690,21.5,25.5,1,2,0,air_conditioner
146690-0-0-47.wav,146690,23.5,27.5,1,2,0,air_conditioner
146690-0-0-64.wav,146690,32,36,1,2,0,air_conditioner
146690-0-0-8.wav,146690,4,8,1,2,0,air_conditioner
146690-0-0-80.wav,146690,40,44,1,2,0,air_conditioner
146690-0-0-86.wav,146690,43,47,1,2,0,air_conditioner
146690-0-0-87.wav,146690,43.5,47.5,1,2,0,air_conditioner
146690-0-0-93.wav,146690,46.5,50.5,1,2,0,air_conditioner
146709-0-0-1.wav,146709,0.5,4.5,1,4,0,air_conditioner
146709-0-0-11.wav,146709,5.5,9.5,1,4,0,air_conditioner
146709-0-0-12.wav,146709,6,10,1,4,0,air_conditioner
146709-0-0-17.wav,146709,8.5,12.5,1,4,0,air_conditioner
146709-0-0-18.wav,146709,9,13,1,4,0,air_conditioner
146709-0-0-19.wav,146709,9.5,13.5,1,4,0,air_conditioner
146709-0-0-20.wav,146709,10,14,1,4,0,air_conditioner
146709-0-0-22.wav,146709,11,15,1,4,0,air_conditioner
146709-0-0-25.wav,146709,12.5,16.5,1,4,0,air_conditioner
146709-0-0-26.wav,146709,13,17,1,4,0,air_conditioner
146709-0-0-3.wav,146709,1.5,5.5,1,4,0,air_conditioner
146709-0-0-30.wav,146709,15,19,1,4,0,air_conditioner
146709-0-0-33.wav,146709,16.5,20.5,1,4,0,air_conditioner
146709-0-0-34.wav,146709,17,21,1,4,0,air_conditioner
146709-0-0-37.wav,146709,18.5,22.5,1,4,0,air_conditioner
146709-0-0-44.wav,146709,22,26,1,4,0,air_conditioner
146709-0-0-48.wav,146709,24,28,1,4,0,air_conditioner
146709-0-0-53.wav,146709,26.5,30.5,1,4,0,air_conditioner
146709-0-0-59.wav,146709,29.5,33.5,1,4,0,air_conditioner
146709-0-0-63.wav,146709,31.5,35.5,1,4,0,air_conditioner
146709-0-0-65.wav,146709,32.5,36.5,1,4,0,air_conditioner
146709-0-0-66.wav,146709,33,37,1,4,0,air_conditioner
146709-0-0-68.wav,146709,34,38,1,4,0,air_conditioner
146709-0-0-7.wav,146709,3.5,7.5,1,4,0,air_conditioner
146714-0-0-0.wav,146714,0,4,2,3,0,air_conditioner
146714-0-0-12.wav,146714,6,10,2,3,0,air_conditioner
146714-0-0-13.wav,146714,6.5,10.5,2,3,0,air_conditioner
146714-0-0-17.wav,146714,8.5,12.5,2,3,0,air_conditioner
146714-0-0-18.wav,146714,9,13,2,3,0,air_conditioner
146714-0-0-2.wav,146714,1,5,2,3,0,air_conditioner
146714-0-0-21.wav,146714,10.5,14.5,2,3,0,air_conditioner
146714-0-0-22.wav,146714,11,15,2,3,0,air_conditioner
146714-0-0-27.wav,146714,13.5,17.5,2,3,0,air_conditioner
146714-0-0-33.wav,146714,16.5,20.5,2,3,0,air_conditioner
146714-0-0-35.wav,146714,17.5,21.5,2,3,0,air_conditioner
146714-0-0-36.wav,146714,18,22,2,3,0,air_conditioner
146714-0-0-38.wav,146714,19,23,2,3,0,air_conditioner
146714-0-0-41.wav,146714,20.5,24.5,2,3,0,air_conditioner
146714-0-0-43.wav,146714,21.5,25.5,2,3,0,air_conditioner
146714-0-0-45.wav,146714,22.5,26.5,2,3,0,air_conditioner
146714-0-0-47.wav,146714,23.5,27.5,2,3,0,air_conditioner
146714-0-0-49.wav,146714,24.5,28.5,2,3,0,air_conditioner
146714-0-0-50.wav,146714,25,29,2,3,0,air_conditioner
146714-0-0-53.wav,146714,26.5,30.5,2,3,0,air_conditioner
146714-0-0-55.wav,146714,27.5,31.5,2,3,0,air_conditioner
146714-0-0-56.wav,146714,28,32,2,3,0,air_conditioner
146714-0-0-58.wav,146714,29,33,2,3,0,air_conditioner
146714-0-0-6.wav,146714,3,7,2,3,0,air_conditioner
146845-0-0-0.wav,146845,0,4,1,7,0,air_conditioner
146845-0-0-1.wav,146845,0.5,4.5,1,7,0,air_conditioner
146845-0-0-10.wav,146845,5,9,1,7,0,air_conditioner
146845-0-0-11.wav,146845,5.5,9.5,1,7,0,air_conditioner
146845-0-0-12.wav,146845,6,10,1,7,0,air_conditioner
146845-0-0-13.wav,146845,6.5,10.5,1,7,0,air_conditioner
146845-0-0-14.wav,146845,7,11,1,7,0,air_conditioner
146845-0-0-15.wav,146845,7.5,11.5,1,7,0,air_conditioner
146845-0-0-16.wav,146845,8,12,1,7,0,air_conditioner
146845-0-0-17.wav,146845,8.5,12.5,1,7,0,air_conditioner
146845-0-0-18.wav,146845,9,13,1,7,0,air_conditioner
146845-0-0-19.wav,146845,9.5,13.5,1,7,0,air_conditioner
146845-0-0-2.wav,146845,1,5,1,7,0,air_conditioner
146845-0-0-20.wav,146845,10,14,1,7,0,air_conditioner
146845-0-0-21.wav,146845,10.5,14.5,1,7,0,air_conditioner
146845-0-0-22.wav,146845,11,15,1,7,0,air_conditioner
146845-0-0-24.wav,146845,12,16,1,7,0,air_conditioner
146845-0-0-25.wav,146845,12.5,16.5,1,7,0,air_conditioner
146845-0-0-26.wav,146845,13,17,1,7,0,air_conditioner
146845-0-0-27.wav,146845,13.5,17.5,1,7,0,air_conditioner
146845-0-0-3.wav,146845,1.5,5.5,1,7,0,air_conditioner
146845-0-0-30.wav,146845,15,19,1,7,0,air_conditioner
146845-0-0-31.wav,146845,15.5,19.5,1,7,0,air_conditioner
146845-0-0-32.wav,146845,16,20,1,7,0,air_conditioner
146845-0-0-33.wav,146845,16.5,20.5,1,7,0,air_conditioner
146845-0-0-35.wav,146845,17.5,21.5,1,7,0,air_conditioner
146845-0-0-36.wav,146845,18,22,1,7,0,air_conditioner
146845-0-0-5.wav,146845,2.5,6.5,1,7,0,air_conditioner
146845-0-0-6.wav,146845,3,7,1,7,0,air_conditioner
146845-0-0-7.wav,146845,3.5,7.5,1,7,0,air_conditioner
146845-0-0-8.wav,146845,4,8,1,7,0,air_conditioner
146845-0-0-9.wav,146845,4.5,8.5,1,7,0,air_conditioner
147926-0-0-10.wav,147926,5,9,1,2,0,air_conditioner
147926-0-0-11.wav,147926,5.5,9.5,1,2,0,air_conditioner
147926-0-0-12.wav,147926,6,10,1,2,0,air_conditioner
147926-0-0-16.wav,147926,8,12,1,2,0,air_conditioner
147926-0-0-17.wav,147926,8.5,12.5,1,2,0,air_conditioner
147926-0-0-2.wav,147926,1,5,1,2,0,air_conditioner
147926-0-0-20.wav,147926,10,14,1,2,0,air_conditioner
147926-0-0-21.wav,147926,10.5,14.5,1,2,0,air_conditioner
147926-0-0-27.wav,147926,13.5,17.5,1,2,0,air_conditioner
147926-0-0-28.wav,147926,14,18,1,2,0,air_conditioner
147926-0-0-34.wav,147926,17,21,1,2,0,air_conditioner
147926-0-0-35.wav,147926,17.5,21.5,1,2,0,air_conditioner
147926-0-0-36.wav,147926,18,22,1,2,0,air_conditioner
147926-0-0-37.wav,147926,18.5,22.5,1,2,0,air_conditioner
147926-0-0-39.wav,147926,19.5,23.5,1,2,0,air_conditioner
147926-0-0-4.wav,147926,2,6,1,2,0,air_conditioner
147926-0-0-41.wav,147926,20.5,24.5,1,2,0,air_conditioner
147926-0-0-42.wav,147926,21,25,1,2,0,air_conditioner
147926-0-0-44.wav,147926,22,26,1,2,0,air_conditioner
147926-0-0-5.wav,147926,2.5,6.5,1,2,0,air_conditioner
147926-0-0-50.wav,147926,25,29,1,2,0,air_conditioner
147926-0-0-52.wav,147926,26,30,1,2,0,air_conditioner
147926-0-0-54.wav,147926,27,31,1,2,0,air_conditioner
147926-0-0-7.wav,147926,3.5,7.5,1,2,0,air_conditioner
151977-0-0-0.wav,151977,0.466587,4.466587,1,1,0,air_conditioner
151977-0-0-1.wav,151977,0.966587,4.966587,1,1,0,air_conditioner
151977-0-0-10.wav,151977,5.466587,9.466587,1,1,0,air_conditioner
151977-0-0-11.wav,151977,5.966587,9.966587,1,1,0,air_conditioner
151977-0-0-12.wav,151977,6.466587,10.466587,1,1,0,air_conditioner
151977-0-0-13.wav,151977,6.966587,10.966587,1,1,0,air_conditioner
151977-0-0-2.wav,151977,1.466587,5.466587,1,1,0,air_conditioner
151977-0-0-3.wav,151977,1.966587,5.966587,1,1,0,air_conditioner
151977-0-0-4.wav,151977,2.466587,6.466587,1,1,0,air_conditioner
151977-0-0-5.wav,151977,2.966587,6.966587,1,1,0,air_conditioner
151977-0-0-6.wav,151977,3.466587,7.466587,1,1,0,air_conditioner
151977-0-0-7.wav,151977,3.966587,7.966587,1,1,0,air_conditioner
151977-0-0-8.wav,151977,4.466587,8.466587,1,1,0,air_conditioner
151977-0-0-9.wav,151977,4.966587,8.966587,1,1,0,air_conditioner
153261-0-0-0.wav,153261,0,4,1,3,0,air_conditioner
153261-0-0-1.wav,153261,0.5,4.5,1,3,0,air_conditioner
153261-0-0-2.wav,153261,1,5,1,3,0,air_conditioner
153261-0-0-3.wav,153261,1.5,5.5,1,3,0,air_conditioner
159761-0-0-0.wav,159761,0,4,2,3,0,air_conditioner
159761-0-0-1.wav,159761,0.5,4.5,2,3,0,air_conditioner
159761-0-0-2.wav,159761,1,5,2,3,0,air_conditioner
159761-0-0-3.wav,159761,1.5,5.5,2,3,0,air_conditioner
159761-0-0-4.wav,159761,2,6,2,3,0,air_conditioner
159761-0-0-5.wav,159761,2.5,6.5,2,3,0,air_conditioner
159761-0-0-6.wav,159761,3,7,2,3,0,air_conditioner
159761-0-0-7.wav,159761,3.5,7.5,2,3,0,air_conditioner
159761-0-0-8.wav,159761,4,8,2,3,0,air_conditioner
162103-0-0-0.wav,162103,0,4,1,8,0,air_conditioner
162103-0-0-1.wav,162103,0.5,4.5,1,8,0,air_conditioner
162103-0-0-10.wav,162103,5,9,1,8,0,air_conditioner
162103-0-0-11.wav,162103,5.5,9.5,1,8,0,air_conditioner
162103-0-0-12.wav,162103,6,10,1,8,0,air_conditioner
162103-0-0-13.wav,162103,6.5,10.5,1,8,0,air_conditioner
162103-0-0-14.wav,162103,7,11,1,8,0,air_conditioner
162103-0-0-15.wav,162103,7.5,11.5,1,8,0,air_conditioner
162103-0-0-16.wav,162103,8,12,1,8,0,air_conditioner
162103-0-0-17.wav,162103,8.5,12.5,1,8,0,air_conditioner
162103-0-0-2.wav,162103,1,5,1,8,0,air_conditioner
162103-0-0-3.wav,162103,1.5,5.5,1,8,0,air_conditioner
162103-0-0-4.wav,162103,2,6,1,8,0,air_conditioner
162103-0-0-5.wav,162103,2.5,6.5,1,8,0,air_conditioner
162103-0-0-6.wav,162103,3,7,1,8,0,air_conditioner
162103-0-0-7.wav,162103,3.5,7.5,1,8,0,air_conditioner
162103-0-0-8.wav,162103,4,8,1,8,0,air_conditioner
162103-0-0-9.wav,162103,4.5,8.5,1,8,0,air_conditioner
165454-0-0-0.wav,165454,0,4,1,9,0,air_conditioner
165454-0-0-1.wav,165454,0.5,4.5,1,9,0,air_conditioner
165454-0-0-10.wav,165454,5,9,1,9,0,air_conditioner
165454-0-0-11.wav,165454,5.5,9.5,1,9,0,air_conditioner
165454-0-0-12.wav,165454,6,10,1,9,0,air_conditioner
165454-0-0-2.wav,165454,1,5,1,9,0,air_conditioner
165454-0-0-3.wav,165454,1.5,5.5,1,9,0,air_conditioner
165454-0-0-4.wav,165454,2,6,1,9,0,air_conditioner
165454-0-0-5.wav,165454,2.5,6.5,1,9,0,air_conditioner
165454-0-0-6.wav,165454,3,7,1,9,0,air_conditioner
165454-0-0-7.wav,165454,3.5,7.5,1,9,0,air_conditioner
165454-0-0-8.wav,165454,4,8,1,9,0,air_conditioner
165454-0-0-9.wav,165454,4.5,8.5,1,9,0,air_conditioner
166942-0-0-0.wav,166942,0,4,1,4,0,air_conditioner
166942-0-0-1.wav,166942,0.5,4.5,1,4,0,air_conditioner
166942-0-0-10.wav,166942,5,9,1,4,0,air_conditioner
166942-0-0-11.wav,166942,5.5,9.5,1,4,0,air_conditioner
166942-0-0-12.wav,166942,6,10,1,4,0,air_conditioner
166942-0-0-13.wav,166942,6.5,10.5,1,4,0,air_conditioner
166942-0-0-14.wav,166942,7,11,1,4,0,air_conditioner
166942-0-0-15.wav,166942,7.5,11.5,1,4,0,air_conditioner
166942-0-0-2.wav,166942,1,5,1,4,0,air_conditioner
166942-0-0-3.wav,166942,1.5,5.5,1,4,0,air_conditioner
166942-0-0-4.wav,166942,2,6,1,4,0,air_conditioner
166942-0-0-5.wav,166942,2.5,6.5,1,4,0,air_conditioner
166942-0-0-6.wav,166942,3,7,1,4,0,air_conditioner
166942-0-0-7.wav,166942,3.5,7.5,1,4,0,air_conditioner
166942-0-0-8.wav,166942,4,8,1,4,0,air_conditioner
166942-0-0-9.wav,166942,4.5,8.5,1,4,0,air_conditioner
167464-0-0-0.wav,167464,0,4,2,10,0,air_conditioner
167464-0-0-1.wav,167464,0.5,4.5,2,10,0,air_conditioner
167464-0-0-10.wav,167464,5,9,2,10,0,air_conditioner
167464-0-0-11.wav,167464,5.5,9.5,2,10,0,air_conditioner
167464-0-0-12.wav,167464,6,10,2,10,0,air_conditioner
167464-0-0-13.wav,167464,6.5,10.5,2,10,0,air_conditioner
167464-0-0-14.wav,167464,7,11,2,10,0,air_conditioner
167464-0-0-15.wav,167464,7.5,11.5,2,10,0,air_conditioner
167464-0-0-16.wav,167464,8,12,2,10,0,air_conditioner
167464-0-0-17.wav,167464,8.5,12.5,2,10,0,air_conditioner
167464-0-0-18.wav,167464,9,13,2,10,0,air_conditioner
167464-0-0-19.wav,167464,9.5,13.5,2,10,0,air_conditioner
167464-0-0-2.wav,167464,1,5,2,10,0,air_conditioner
167464-0-0-20.wav,167464,10,14,2,10,0,air_conditioner
167464-0-0-21.wav,167464,10.5,14.5,2,10,0,air_conditioner
167464-0-0-22.wav,167464,11,15,2,10,0,air_conditioner
167464-0-0-23.wav,167464,11.5,15.5,2,10,0,air_conditioner
167464-0-0-24.wav,167464,12,16,2,10,0,air_conditioner
167464-0-0-3.wav,167464,1.5,5.5,2,10,0,air_conditioner
167464-0-0-4.wav,167464,2,6,2,10,0,air_conditioner
167464-0-0-5.wav,167464,2.5,6.5,2,10,0,air_conditioner
167464-0-0-6.wav,167464,3,7,2,10,0,air_conditioner
167464-0-0-7.wav,167464,3.5,7.5,2,10,0,air_conditioner
167464-0-0-8.wav,167464,4,8,2,10,0,air_conditioner
167464-0-0-9.wav,167464,4.5,8.5,2,10,0,air_conditioner
170022-0-0-0.wav,170022,9.04285,13.04285,1,8,0,air_conditioner
170022-0-0-1.wav,170022,9.54285,13.54285,1,8,0,air_conditioner
170245-0-0-0.wav,170245,0,2.389546,1,5,0,air_conditioner
177621-0-0-0.wav,177621,0,4,2,1,0,air_conditioner
177621-0-0-100.wav,177621,50,54,2,1,0,air_conditioner
177621-0-0-104.wav,177621,52,56,2,1,0,air_conditioner
177621-0-0-105.wav,177621,52.5,56.5,2,1,0,air_conditioner
177621-0-0-109.wav,177621,54.5,58.5,2,1,0,air_conditioner
177621-0-0-117.wav,177621,58.5,62.5,2,1,0,air_conditioner
177621-0-0-120.wav,177621,60,64,2,1,0,air_conditioner
177621-0-0-126.wav,177621,63,67,2,1,0,air_conditioner
177621-0-0-127.wav,177621,63.5,67.5,2,1,0,air_conditioner
177621-0-0-128.wav,177621,64,68,2,1,0,air_conditioner
177621-0-0-145.wav,177621,72.5,76.5,2,1,0,air_conditioner
177621-0-0-147.wav,177621,73.5,77.5,2,1,0,air_conditioner
177621-0-0-2.wav,177621,1,5,2,1,0,air_conditioner
177621-0-0-27.wav,177621,13.5,17.5,2,1,0,air_conditioner
177621-0-0-31.wav,177621,15.5,19.5,2,1,0,air_conditioner
177621-0-0-35.wav,177621,17.5,21.5,2,1,0,air_conditioner
177621-0-0-46.wav,177621,23,27,2,1,0,air_conditioner
177621-0-0-47.wav,177621,23.5,27.5,2,1,0,air_conditioner
177621-0-0-48.wav,177621,24,28,2,1,0,air_conditioner
177621-0-0-54.wav,177621,27,31,2,1,0,air_conditioner
177621-0-0-57.wav,177621,28.5,32.5,2,1,0,air_conditioner
177621-0-0-80.wav,177621,40,44,2,1,0,air_conditioner
177621-0-0-88.wav,177621,44,48,2,1,0,air_conditioner
177621-0-0-91.wav,177621,45.5,49.5,2,1,0,air_conditioner
177621-0-0-93.wav,177621,46.5,50.5,2,1,0,air_conditioner
177726-0-0-1.wav,177726,0.5,4.5,2,8,0,air_conditioner
177726-0-0-10.wav,177726,5,9,2,8,0,air_conditioner
177726-0-0-11.wav,177726,5.5,9.5,2,8,0,air_conditioner
177726-0-0-12.wav,177726,6,10,2,8,0,air_conditioner
177726-0-0-13.wav,177726,6.5,10.5,2,8,0,air_conditioner
177726-0-0-14.wav,177726,7,11,2,8,0,air_conditioner
177726-0-0-15.wav,177726,7.5,11.5,2,8,0,air_conditioner
177726-0-0-17.wav,177726,8.5,12.5,2,8,0,air_conditioner
177726-0-0-18.wav,177726,9,13,2,8,0,air_conditioner
177726-0-0-19.wav,177726,9.5,13.5,2,8,0,air_conditioner
177726-0-0-2.wav,177726,1,5,2,8,0,air_conditioner
177726-0-0-21.wav,177726,10.5,14.5,2,8,0,air_conditioner
177726-0-0-22.wav,177726,11,15,2,8,0,air_conditioner
177726-0-0-23.wav,177726,11.5,15.5,2,8,0,air_conditioner
